"e","# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(f'Hi, {name}')  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
","","0","1612829774016","main.py",""
"k","n","","1212","1613092177915","task3.py",""
"e","t","","1212","1613092178059","task3.py",""
"k","t","","1213","1613092178060","task3.py",""
"e","e","","1213","1613092178257","task3.py",""
"k","e","","1214","1613092178257","task3.py",""
"e","r","","1214","1613092178315","task3.py",""
"k","r","","1215","1613092178315","task3.py",""
"e"," ","","1215","1613092178390","task3.py",""
"k"," ","","1216","1613092178390","task3.py",""
"e","p","","1216","1613092178667","task3.py",""
"k","p","","1217","1613092178668","task3.py",""
"e","o","","1217","1613092178721","task3.py",""
"k","o","","1218","1613092178721","task3.py",""
"e","i","","1218","1613092178796","task3.py",""
"k","i","","1219","1613092178797","task3.py",""
"e","n","","1219","1613092179030","task3.py",""
"k","n","","1220","1613092179030","task3.py",""
"e","t","","1220","1613092179113","task3.py",""
"k","t","","1221","1613092179114","task3.py",""
"e","(","","1221","1613092180117","task3.py",""
"k","(","","1222","1613092180117","task3.py",""
"e","x","","1222","1613092180661","task3.py",""
"k","x","","1223","1613092180661","task3.py",""
"e",",","","1223","1613092181779","task3.py",""
"k",",","","1224","1613092181780","task3.py",""
"e","y","","1224","1613092183064","task3.py",""
"k","y","","1225","1613092183066","task3.py",""
"e",")","","1225","1613092183505","task3.py",""
"k",")","","1226","1613092183505","task3.py",""
"e",":","","1226","1613092184234","task3.py",""
"k",":","","1227","1613092184234","task3.py",""
"a","Backspace","","","1613092186757","task3.py",""
"e",""," ","690","1613092186779","task3.py",""
"a","Enter","","","1613092190474","task3.py",""
"e","                
","","1229","1613092190495","task3.py",""
"e","","    ","1241","1613092190516","task3.py",""
"a","Tab","","","1613092192112","task3.py",""
"e","    ","","1241","1613092192123","task3.py",""
"e","o","","1245","1613092220314","task3.py",""
"k","o","","1246","1613092220314","task3.py",""
"e","f","","1246","1613092220439","task3.py",""
"k","f","","1247","1613092220447","task3.py",""
"e","f","","1247","1613092220769","task3.py",""
"k","f","","1248","1613092220774","task3.py",""
"e","s","","1248","1613092221028","task3.py",""
"k","s","","1249","1613092221034","task3.py",""
"e","e","","1249","1613092221110","task3.py",""
"k","e","","1250","1613092221115","task3.py",""
"e","t","","1250","1613092221317","task3.py",""
"k","t","","1251","1613092221326","task3.py",""
"e"," ","","1251","1613092221750","task3.py",""
"k"," ","","1252","1613092221750","task3.py",""
"e","=","","1252","1613092221994","task3.py",""
"k","=","","1253","1613092221994","task3.py",""
"e"," ","","1253","1613092222047","task3.py",""
"k"," ","","1254","1613092222047","task3.py",""
"e","i","","1254","1613092266686","task3.py",""
"k","i","","1255","1613092266686","task3.py",""
"e","n","","1255","1613092266719","task3.py",""
"k","n","","1256","1613092266720","task3.py",""
"e","p","","1256","1613092266866","task3.py",""
"k","p","","1257","1613092266877","task3.py",""
"e","u","","1257","1613092266975","task3.py",""
"k","u","","1258","1613092266980","task3.py",""
"e","t","","1258","1613092267060","task3.py",""
"k","t","","1259","1613092267064","task3.py",""
"e","(","","1259","1613092267688","task3.py",""
"e",")","","1260","1613092267703","task3.py",""
"k","(","","1260","1613092267703","task3.py",""
"e","""","","1260","1613092268446","task3.py",""
"e","""","","1261","1613092268461","task3.py",""
"k","""","","1261","1613092268461","task3.py",""
"e","o","","1261","1613092270708","task3.py",""
"k","o","","1262","1613092270708","task3.py",""
"e","f","","1262","1613092270771","task3.py",""
"k","f","","1263","1613092270771","task3.py",""
"e","f","","1263","1613092270941","task3.py",""
"k","f","","1264","1613092270942","task3.py",""
"e","s","","1264","1613092271614","task3.py",""
"k","s","","1265","1613092271615","task3.py",""
"e","e","","1265","1613092271701","task3.py",""
"k","e","","1266","1613092271701","task3.py",""
"e","t","","1266","1613092271803","task3.py",""
"k","t","","1267","1613092271804","task3.py",""
"e","?","","1267","1613092272375","task3.py",""
"k","?","","1268","1613092272375","task3.py",""
"e"," ","","1268","1613092272773","task3.py",""
"k"," ","","1269","1613092272773","task3.py",""
"a","Right","","","1613092273000","task3.py",""
"a","Right","","","1613092273201","task3.py",""
"a","Enter","","","1613092275079","task3.py",""
"e","                
","","1272","1613092275099","task3.py",""
"e","","    ","1284","1613092275118","task3.py",""
"a","Tab","","","1613092276737","task3.py",""
"e","    ","","1284","1613092276748","task3.py",""
"e","r","","1288","1613092277258","task3.py",""
"k","r","","1289","1613092277259","task3.py",""
"e","e","","1289","1613092277371","task3.py",""
"k","e","","1290","1613092277382","task3.py",""
"e","a","","1290","1613092277421","task3.py",""
"k","a","","1291","1613092277432","task3.py",""
"a","Backspace","","","1613092277969","task3.py",""
"e","","a","1290","1613092277980","task3.py",""
"a","Backspace","","","1613092278166","task3.py",""
"e","","e","1289","1613092278177","task3.py",""
"e","a","","1289","1613092278290","task3.py",""
"k","a","","1290","1613092278301","task3.py",""
"e","d","","1290","1613092278512","task3.py",""
"k","d","","1291","1613092278528","task3.py",""
"e","i","","1291","1613092278654","task3.py",""
"k","i","","1292","1613092278654","task3.py",""
"e","u","","1292","1613092278831","task3.py",""
"k","u","","1293","1613092278831","task3.py",""
"e","s","","1293","1613092278925","task3.py",""
"k","s","","1294","1613092278926","task3.py",""
"e"," ","","1294","1613092279452","task3.py",""
"k"," ","","1295","1613092279453","task3.py",""
"e","=","","1295","1613092279563","task3.py",""
"k","=","","1296","1613092279564","task3.py",""
"e"," ","","1296","1613092279694","task3.py",""
"k"," ","","1297","1613092279695","task3.py",""
"e","i","","1297","1613092280087","task3.py",""
"k","i","","1298","1613092280087","task3.py",""
"e","n","","1298","1613092280145","task3.py",""
"k","n","","1299","1613092280146","task3.py",""
"e","p","","1299","1613092280296","task3.py",""
"k","p","","1300","1613092280307","task3.py",""
"e","u","","1300","1613092280390","task3.py",""
"k","u","","1301","1613092280395","task3.py",""
"e","t","","1301","1613092280460","task3.py",""
"k","t","","1302","1613092280464","task3.py",""
"e","(","","1302","1613092281027","task3.py",""
"e",")","","1303","1613092281044","task3.py",""
"k","(","","1303","1613092281044","task3.py",""
"e","'","","1303","1613092281253","task3.py",""
"e","'","","1304","1613092281268","task3.py",""
"k","'","","1304","1613092281268","task3.py",""
"a","Backspace","","","1613092281898","task3.py",""
"e","","'","1304","1613092281911","task3.py",""
"e","","'","1303","1613092281920","task3.py",""
"e","'","","1303","1613092282395","task3.py",""
"e","'","","1304","1613092282402","task3.py",""
"k","'","","1304","1613092282403","task3.py",""
"a","Backspace","","","1613092282841","task3.py",""
"e","","'","1304","1613092282853","task3.py",""
"e","","'","1303","1613092282864","task3.py",""
"e","""","","1303","1613092283124","task3.py",""
"e","""","","1304","1613092283139","task3.py",""
"k","""","","1304","1613092283139","task3.py",""
"e","r","","1304","1613092285973","task3.py",""
"k","r","","1305","1613092285974","task3.py",""
"e","a","","1305","1613092286074","task3.py",""
"k","a","","1306","1613092286075","task3.py",""
"e","d","","1306","1613092286300","task3.py",""
"k","d","","1307","1613092286300","task3.py",""
"e","i","","1307","1613092286479","task3.py",""
"k","i","","1308","1613092286480","task3.py",""
"e","u","","1308","1613092286692","task3.py",""
"k","u","","1309","1613092286693","task3.py",""
"e","s","","1309","1613092286810","task3.py",""
"k","s","","1310","1613092286810","task3.py",""
"e","?","","1310","1613092287349","task3.py",""
"k","?","","1311","1613092287350","task3.py",""
"e"," ","","1311","1613092287426","task3.py",""
"k"," ","","1312","1613092287426","task3.py",""
"a","Right","","","1613092288167","task3.py",""
"a","Right","","","1613092288519","task3.py",""
"a","Enter","","","1613092288843","task3.py",""
"e","    
            ","","1327","1613092288860","task3.py",""
"e","","    ","1327","1613092288880","task3.py",""
"a","Tab","","","1613092289466","task3.py",""
"e","    ","","1327","1613092289477","task3.py",""
"e","c","","1331","1613092293884","task3.py",""
"k","c","","1332","1613092293885","task3.py",""
"e","o","","1332","1613092293989","task3.py",""
"k","o","","1333","1613092293996","task3.py",""
"e","u","","1333","1613092294065","task3.py",""
"k","u","","1334","1613092294077","task3.py",""
"e","n","","1334","1613092294254","task3.py",""
"k","n","","1335","1613092294259","task3.py",""
"e","t","","1335","1613092294345","task3.py",""
"k","t","","1336","1613092294353","task3.py",""
"e"," ","","1336","1613092294465","task3.py",""
"k"," ","","1337","1613092294465","task3.py",""
"e","=","","1337","1613092294771","task3.py",""
"k","=","","1338","1613092294771","task3.py",""
"e"," ","","1338","1613092294879","task3.py",""
"k"," ","","1339","1613092294880","task3.py",""
"e","i","","1339","1613092295256","task3.py",""
"k","i","","1340","1613092295256","task3.py",""
"e","n","","1340","1613092295310","task3.py",""
"k","n","","1341","1613092295311","task3.py",""
"e","p","","1341","1613092295610","task3.py",""
"k","p","","1342","1613092295619","task3.py",""
"e","u","","1342","1613092295699","task3.py",""
"k","u","","1343","1613092295704","task3.py",""
"e","t","","1343","1613092295821","task3.py",""
"k","t","","1344","1613092295826","task3.py",""
"e"," ","","1344","1613092295946","task3.py",""
"k"," ","","1345","1613092295946","task3.py",""
"a","Backspace","","","1613092296309","task3.py",""
"e",""," ","1344","1613092296317","task3.py",""
"e","(","","1344","1613092296782","task3.py",""
"e",")","","1345","1613092296797","task3.py",""
"k","(","","1345","1613092296798","task3.py",""
"e","""","","1345","1613092297079","task3.py",""
"e","""","","1346","1613092297094","task3.py",""
"k","""","","1346","1613092297095","task3.py",""
"e","c","","1346","1613092297775","task3.py",""
"k","c","","1347","1613092297775","task3.py",""
"e","o","","1347","1613092297834","task3.py",""
"k","o","","1348","1613092297835","task3.py",""
"e","u","","1348","1613092297907","task3.py",""
"k","u","","1349","1613092297907","task3.py",""
"e","n","","1349","1613092298063","task3.py",""
"k","n","","1350","1613092298063","task3.py",""
"e","t","","1350","1613092298150","task3.py",""
"k","t","","1351","1613092298152","task3.py",""
"a","Right","","","1613092298792","task3.py",""
"a","Right","","","1613092299053","task3.py",""
"a","Tab","","","1613092310453","task3.py",""
"e","    ","","1644","1613092310472","task3.py",""
"a","Tab","","","1613092310844","task3.py",""
"e","    ","","1648","1613092310862","task3.py",""
"a","Tab","","","1613092311263","task3.py",""
"e","    ","","1652","1613092311279","task3.py",""
"a","Tab","","","1613092311965","task3.py",""
"e","    ","","1656","1613092311982","task3.py",""
"a","Backspace","","","1613092312843","task3.py",""
"e",""," ","1659","1613092312865","task3.py",""
"e","","   ","1656","1613092312872","task3.py",""
"e","n","","1656","1613092314494","task3.py",""
"k","n","","1657","1613092314495","task3.py",""
"e","u","","1657","1613092314597","task3.py",""
"k","u","","1658","1613092314607","task3.py",""
"e","m","","1658","1613092314747","task3.py",""
"k","m","","1659","1613092314755","task3.py",""
"e"," ","","1659","1613092314880","task3.py",""
"k"," ","","1660","1613092314881","task3.py",""
"e","=","","1660","1613092315441","task3.py",""
"k","=","","1661","1613092315442","task3.py",""
"e"," ","","1661","1613092315531","task3.py",""
"k"," ","","1662","1613092315532","task3.py",""
"e","i","","1662","1613092320993","task3.py",""
"k","i","","1663","1613092320993","task3.py",""
"e","n","","1663","1613092321043","task3.py",""
"k","n","","1664","1613092321043","task3.py",""
"e","p","","1664","1613092321632","task3.py",""
"k","p","","1665","1613092321644","task3.py",""
"e","u","","1665","1613092321723","task3.py",""
"k","u","","1666","1613092321727","task3.py",""
"e","t","","1666","1613092321753","task3.py",""
"k","t","","1667","1613092321760","task3.py",""
"e","(","","1667","1613092323337","task3.py",""
"e",")","","1668","1613092323354","task3.py",""
"k","(","","1668","1613092323354","task3.py",""
"e","""","","1668","1613092323605","task3.py",""
"e","""","","1669","1613092323620","task3.py",""
"k","""","","1669","1613092323620","task3.py",""
"a","Backspace","","","1613092330606","task3.py",""
"e",""," ","1173","1613092330629","task3.py",""
"e","","   ","1170","1613092330646","task3.py",""
"a","Down","","","1613092331119","task3.py",""
"a","Right","","","1613092331279","task3.py",""
"a","Right","","","1613092331582","task3.py",""
"a","Right","","","1613092331772","task3.py",""
"a","Right","","","1613092331953","task3.py",""
"a","Backspace","","","1613092332229","task3.py",""
"e",""," ","1240","1613092332248","task3.py",""
"e","","   ","1237","1613092332263","task3.py",""
"a","Down","","","1613092332439","task3.py",""
"a","Right","","","1613092332728","task3.py",""
"a","Right","","","1613092332901","task3.py",""
"a","Right","","","1613092333158","task3.py",""
"a","Right","","","1613092333557","task3.py",""
"a","Backspace","","","1613092333823","task3.py",""
"e",""," ","1279","1613092333841","task3.py",""
"e","","   ","1276","1613092333856","task3.py",""
"a","Down","","","1613092333996","task3.py",""
"a","Right","","","1613092334175","task3.py",""
"a","Right","","","1613092334370","task3.py",""
"a","Right","","","1613092334543","task3.py",""
"a","Right","","","1613092334715","task3.py",""
"a","Backspace","","","1613092335152","task3.py",""
"e",""," ","1318","1613092335171","task3.py",""
"e","","   ","1315","1613092335187","task3.py",""
"a","Backspace","","","1613092344121","task3.py",""
"e","","#### Add Input Statement(s) as needed ####","1115","1613092344143","task3.py",""
"a","Backspace","","","1613092344506","task3.py",""
"e",""," ","1114","1613092344526","task3.py",""
"e","","   ","1111","1613092344542","task3.py",""
"a","Backspace","","","1613092344742","task3.py",""
"e",""," ","1110","1613092344759","task3.py",""
"e","","   ","1107","1613092344783","task3.py",""
"a","Backspace","","","1613092345126","task3.py",""
"e",""," ","1106","1613092345147","task3.py",""
"e","","   ","1103","1613092345163","task3.py",""
"a","Backspace","","","1613092345532","task3.py",""
"e","","
","1103","1613092345560","task3.py",""
"a","Backspace","","","1613092348101","task3.py",""
"e","","#### End Add Inputs Statement(s) ####","1295","1613092348118","task3.py",""
"a","Backspace","","","1613092348570","task3.py",""
"e",""," ","1294","1613092348589","task3.py",""
"e","","   ","1291","1613092348604","task3.py",""
"a","Backspace","","","1613092348867","task3.py",""
"e",""," ","1290","1613092348883","task3.py",""
"e","","   ","1287","1613092348901","task3.py",""
"a","Backspace","","","1613092349150","task3.py",""
"e",""," ","1286","1613092349168","task3.py",""
"e","","   ","1283","1613092349185","task3.py",""
"a","Backspace","","","1613092349602","task3.py",""
"e","","
","1284","1613092349621","task3.py",""
"e","H","","1548","1613092364684","task3.py",""
"k","H","","1549","1613092364685","task3.py",""
"e","o","","1549","1613092365288","task3.py",""
"k","o","","1550","1613092365288","task3.py",""
"e","w","","1550","1613092365370","task3.py",""
"k","w","","1551","1613092365370","task3.py",""
"e"," ","","1551","1613092365427","task3.py",""
"k"," ","","1552","1613092365427","task3.py",""
"e","m","","1552","1613092366012","task3.py",""
"k","m","","1553","1613092366012","task3.py",""
"e","a","","1553","1613092366102","task3.py",""
"k","a","","1554","1613092366103","task3.py",""
"e","n","","1554","1613092366190","task3.py",""
"k","n","","1555","1613092366190","task3.py",""
"e","y","","1555","1613092366361","task3.py",""
"k","y","","1556","1613092366361","task3.py",""
"e","?","","1556","1613092367075","task3.py",""
"k","?","","1557","1613092367076","task3.py",""
"e"," ","","1557","1613092367573","task3.py",""
"k"," ","","1558","1613092367574","task3.py",""
"a","Backspace","","","1613092372495","task3.py",""
"e","","#### End Add Inputs Statement(s) ####","1573","1613092372512","task3.py",""
"a","Backspace","","","1613092372790","task3.py",""
"e",""," ","1572","1613092372808","task3.py",""
"e","","   ","1569","1613092372825","task3.py",""
"a","Backspace","","","1613092373058","task3.py",""
"e",""," ","1568","1613092373078","task3.py",""
"e","","   ","1565","1613092373094","task3.py",""
"a","Backspace","","","1613092373357","task3.py",""
"e",""," ","1564","1613092373376","task3.py",""
"e","","   ","1561","1613092373393","task3.py",""
"a","Backspace","","","1613092373714","task3.py",""
"e","","
","1561","1613092373733","task3.py",""
"a","Backspace","","","1613092378851","task3.py",""
"e",""," #### Add Input Statement(s) as needed ####","1479","1613092378872","task3.py",""
"a","Backspace","","","1613092379330","task3.py",""
"e",""," ","1478","1613092379348","task3.py",""
"e","","  ","1476","1613092379364","task3.py",""
"a","Backspace","","","1613092379588","task3.py",""
"e",""," ","1475","1613092379608","task3.py",""
"e","","   ","1472","1613092379627","task3.py",""
"a","Backspace","","","1613092379891","task3.py",""
"e",""," ","1471","1613092379910","task3.py",""
"e","","   ","1468","1613092379925","task3.py",""
"a","Backspace","","","1613092380265","task3.py",""
"e","","
","1468","1613092380281","task3.py",""
"a","Enter","","","1613092465940","task3.py",""
"e","
        ","","1890","1613092465961","task3.py",""
"a","Enter","","","1613092467103","task3.py",""
"e","        
","","1891","1613092467120","task3.py",""
"e","i","","1908","1613092469441","task3.py",""
"k","i","","1909","1613092469442","task3.py",""
"e","f","","1909","1613092469533","task3.py",""
"k","f","","1910","1613092469545","task3.py",""
"e"," ","","1910","1613092469594","task3.py",""
"k"," ","","1911","1613092469594","task3.py",""
"e","r","","1911","1613092470206","task3.py",""
"k","r","","1912","1613092470206","task3.py",""
"e","e","","1912","1613092470285","task3.py",""
"k","e","","1913","1613092470295","task3.py",""
"e","s","","1913","1613092470370","task3.py",""
"k","s","","1914","1613092470377","task3.py",""
"e","p","","1914","1613092470487","task3.py",""
"k","p","","1915","1613092470491","task3.py",""
"e","o","","1915","1613092470677","task3.py",""
"k","o","","1916","1613092470682","task3.py",""
"e","n","","1916","1613092470770","task3.py",""
"k","n","","1917","1613092470775","task3.py",""
"e","s","","1917","1613092471080","task3.py",""
"k","s","","1918","1613092471086","task3.py",""
"e","e","","1918","1613092471156","task3.py",""
"k","e","","1919","1613092471164","task3.py",""
"e"," ","","1919","1613092471652","task3.py",""
"k"," ","","1920","1613092471652","task3.py",""
"e","=","","1920","1613092471872","task3.py",""
"k","=","","1921","1613092471873","task3.py",""
"e","=","","1921","1613092472015","task3.py",""
"k","=","","1922","1613092472015","task3.py",""
"e"," ","","1922","1613092472155","task3.py",""
"k"," ","","1923","1613092472155","task3.py",""
"e","2","","1923","1613092473838","task3.py",""
"k","2","","1924","1613092473838","task3.py",""
"e",":","","1924","1613092475132","task3.py",""
"k",":","","1925","1613092475132","task3.py",""
"a","Enter","","","1613092475937","task3.py",""
"e","
        ","","1925","1613092475959","task3.py",""
"e","    ","","1934","1613092475977","task3.py",""
"e","r","","1938","1613092479484","task3.py",""
"k","r","","1939","1613092479484","task3.py",""
"e","e","","1939","1613092479563","task3.py",""
"k","e","","1940","1613092479576","task3.py",""
"e","s","","1940","1613092479646","task3.py",""
"k","s","","1941","1613092479655","task3.py",""
"e","e","","1941","1613092481107","task3.py",""
"k","e","","1942","1613092481115","task3.py",""
"e","t","","1942","1613092481210","task3.py",""
"k","t","","1943","1613092481210","task3.py",""
"e","(","","1943","1613092481916","task3.py",""
"e",")","","1944","1613092481931","task3.py",""
"k","(","","1944","1613092481931","task3.py",""
"k",")","","1945","1613092482061","task3.py",""
"a","Backspace","","","1613092483476","task3.py",""
"e","",")","1944","1613092483485","task3.py",""
"a","Backspace","","","1613092483660","task3.py",""
"e","","(","1943","1613092483670","task3.py",""
"a","Backspace","","","1613092483840","task3.py",""
"e","","t","1942","1613092483850","task3.py",""
"a","Backspace","","","1613092484002","task3.py",""
"e","","e","1941","1613092484012","task3.py",""
"a","Backspace","","","1613092484184","task3.py",""
"e","","s","1940","1613092484193","task3.py",""
"a","Backspace","","","1613092484355","task3.py",""
"e","","e","1939","1613092484365","task3.py",""
"a","Backspace","","","1613092484873","task3.py",""
"e","","r","1938","1613092484883","task3.py",""
"e","p","","1938","1613092485491","task3.py",""
"k","p","","1939","1613092485492","task3.py",""
"e","a","","1939","1613092485617","task3.py",""
"k","a","","1940","1613092485626","task3.py",""
"e","t","","1940","1613092485763","task3.py",""
"k","t","","1941","1613092485775","task3.py",""
"e","t","","1941","1613092485924","task3.py",""
"k","t","","1942","1613092485925","task3.py",""
"e","e","","1942","1613092486199","task3.py",""
"k","e","","1943","1613092486199","task3.py",""
"e","r","","1943","1613092486899","task3.py",""
"k","r","","1944","1613092486899","task3.py",""
"e","n","","1944","1613092486934","task3.py",""
"k","n","","1945","1613092486935","task3.py",""
"e",".","","1945","1613092487403","task3.py",""
"k",".","","1946","1613092487403","task3.py",""
"e","r","","1946","1613092487921","task3.py",""
"k","r","","1947","1613092487931","task3.py",""
"e","e","","1947","1613092487976","task3.py",""
"k","e","","1948","1613092487984","task3.py",""
"e","s","","1948","1613092488320","task3.py",""
"k","s","","1949","1613092488330","task3.py",""
"e","e","","1949","1613092488668","task3.py",""
"k","e","","1950","1613092488669","task3.py",""
"e","t","","1950","1613092489138","task3.py",""
"k","t","","1951","1613092489138","task3.py",""
"e","(","","1951","1613092489454","task3.py",""
"e",")","","1952","1613092489469","task3.py",""
"k","(","","1952","1613092489470","task3.py",""
"k",")","","1953","1613092489602","task3.py",""
"a","Enter","","","1613092509822","task3.py",""
"e","
            ","","1953","1613092509844","task3.py",""
"a","Backspace","","","1613092510129","task3.py",""
"e",""," ","1965","1613092510146","task3.py",""
"e","","   ","1962","1613092510163","task3.py",""
"e","e","","1962","1613092510758","task3.py",""
"k","e","","1963","1613092510758","task3.py",""
"e","l","","1963","1613092510875","task3.py",""
"k","l","","1964","1613092510885","task3.py",""
"e","i","","1964","1613092511049","task3.py",""
"k","i","","1965","1613092511059","task3.py",""
"e","f","","1965","1613092511148","task3.py",""
"k","f","","1966","1613092511157","task3.py",""
"e"," ","","1966","1613092511914","task3.py",""
"k"," ","","1967","1613092511915","task3.py",""
"e","r","","1967","1613092512170","task3.py",""
"k","r","","1968","1613092512171","task3.py",""
"e","e","","1968","1613092512270","task3.py",""
"k","e","","1969","1613092512280","task3.py",""
"e","s","","1969","1613092512333","task3.py",""
"k","s","","1970","1613092512343","task3.py",""
"e","p","","1970","1613092512441","task3.py",""
"k","p","","1971","1613092512448","task3.py",""
"e","o","","1971","1613092512626","task3.py",""
"k","o","","1972","1613092512631","task3.py",""
"e","n","","1972","1613092512696","task3.py",""
"k","n","","1973","1613092512701","task3.py",""
"e","s","","1973","1613092512906","task3.py",""
"k","s","","1974","1613092512912","task3.py",""
"e","e","","1974","1613092512980","task3.py",""
"k","e","","1975","1613092512989","task3.py",""
"e"," ","","1975","1613092513347","task3.py",""
"k"," ","","1976","1613092513347","task3.py",""
"e","+","","1976","1613092513596","task3.py",""
"k","+","","1977","1613092513596","task3.py",""
"e","+","","1977","1613092513738","task3.py",""
"k","+","","1978","1613092513738","task3.py",""
"a","Backspace","","","1613092514050","task3.py",""
"e","","+","1977","1613092514059","task3.py",""
"a","Backspace","","","1613092514190","task3.py",""
"e","","+","1976","1613092514198","task3.py",""
"e","=","","1976","1613092514338","task3.py",""
"k","=","","1977","1613092514338","task3.py",""
"e","=","","1977","1613092515037","task3.py",""
"k","=","","1978","1613092515037","task3.py",""
"e"," ","","1978","1613092515596","task3.py",""
"k"," ","","1979","1613092515597","task3.py",""
"e","3","","1979","1613092516278","task3.py",""
"k","3","","1980","1613092516278","task3.py",""
"e",":","","1980","1613092517079","task3.py",""
"k",":","","1981","1613092517079","task3.py",""
"a","Enter","","","1613092517312","task3.py",""
"e","
        ","","1981","1613092517332","task3.py",""
"e","    ","","1990","1613092517352","task3.py",""
"e","p","","1994","1613092521279","task3.py",""
"k","p","","1995","1613092521279","task3.py",""
"e","l","","1995","1613092521326","task3.py",""
"k","l","","1996","1613092521326","task3.py",""
"e","a","","1996","1613092521389","task3.py",""
"k","a","","1997","1613092521395","task3.py",""
"e","y","","1997","1613092521589","task3.py",""
"k","y","","1998","1613092521592","task3.py",""
"a","Choose Lookup Item","","","1613092522318","task3.py",""
"e","Again","","1998","1613092522341","task3.py",""
"e"," ","","2003","1613092523008","task3.py",""
"k"," ","","2004","1613092523008","task3.py",""
"e","=","","2004","1613092523466","task3.py",""
"k","=","","2005","1613092523467","task3.py",""
"e"," ","","2005","1613092523940","task3.py",""
"k"," ","","2006","1613092523940","task3.py",""
"e","f","","2006","1613092524100","task3.py",""
"k","f","","2007","1613092524101","task3.py",""
"e","a","","2007","1613092524182","task3.py",""
"k","a","","2008","1613092524194","task3.py",""
"e","l","","2008","1613092524275","task3.py",""
"k","l","","2009","1613092524275","task3.py",""
"e","s","","2009","1613092524416","task3.py",""
"k","s","","2010","1613092524416","task3.py",""
"e","e","","2010","1613092524493","task3.py",""
"k","e","","2011","1613092524494","task3.py",""
"a","Backspace","","","1613092526639","task3.py",""
"e","","e","2010","1613092526648","task3.py",""
"a","Backspace","","","1613092526794","task3.py",""
"e","","s","2009","1613092526804","task3.py",""
"a","Backspace","","","1613092527885","task3.py",""
"e","","l","2008","1613092527898","task3.py",""
"a","Backspace","","","1613092528043","task3.py",""
"e","","a","2007","1613092528053","task3.py",""
"a","Backspace","","","1613092528343","task3.py",""
"e","","f","2006","1613092528354","task3.py",""
"e","F","","2006","1613092528826","task3.py",""
"k","F","","2007","1613092528826","task3.py",""
"e","a","","2007","1613092529329","task3.py",""
"k","a","","2008","1613092529357","task3.py",""
"e","l","","2008","1613092529414","task3.py",""
"k","l","","2009","1613092529420","task3.py",""
"e","s","","2009","1613092529511","task3.py",""
"k","s","","2010","1613092529515","task3.py",""
"e","e","","2010","1613092529617","task3.py",""
"k","e","","2011","1613092529626","task3.py",""
"a","Enter","","","1613092530210","task3.py",""
"e","
            ","","2011","1613092530228","task3.py",""
"a","Backspace","","","1613092531285","task3.py",""
"e",""," ","2023","1613092531303","task3.py",""
"e","","   ","2020","1613092531318","task3.py",""
"a","Backspace","","","1613092531695","task3.py",""
"e",""," ","2019","1613092531716","task3.py",""
"e","","   ","2016","1613092531730","task3.py",""
"a","Backspace","","","1613092532058","task3.py",""
"e",""," ","2015","1613092532073","task3.py",""
"e","","   ","2012","1613092532089","task3.py",""
"a","Backspace","","","1613092532416","task3.py",""
"e","","
","2013","1613092532429","task3.py",""
"c","
        #### End Add Inputs Statement(s) ####
","","2081","1613092541313","task3.py",""
"c","
        #### End Add Inputs Statement(s) ####
","","2081","1613092542560","task3.py",""
"a","Paste","","","1613092542660","task3.py",""
"p","
        #### End Add Inputs Statement(s) ####
","","2128","1613092542661","task3.py",""
"e","        #### End Add Inputs Statement(s) ####

","","2129","1613092542676","task3.py",""
"a","Move Selection","","","1613092542683","task3.py",""
"e","","        #### End Add Inputs Statement(s) ####

","2129","1613092542690","task3.py",""
"a","Backspace","","","1613092543733","task3.py",""
"e","","        #### End Add Inputs Statement(s) ####

","2082","1613092543754","task3.py",""
"a","Backspace","","","1613092544101","task3.py",""
"e","","
","2081","1613092544118","task3.py",""
"a","Backspace","","","1613092544470","task3.py",""
"e","","#","2079","1613092544488","task3.py",""
"a","Backspace","","","1613092544997","task3.py",""
"e","","#","2078","1613092545017","task3.py",""
"a","Backspace","","","1613092545028","task3.py",""
"e","","#","2077","1613092545044","task3.py",""
"a","Backspace","","","1613092545060","task3.py",""
"e","","#","2076","1613092545075","task3.py",""
"a","Backspace","","","1613092545088","task3.py",""
"e",""," ","2075","1613092545105","task3.py",""
"a","Backspace","","","1613092545121","task3.py",""
"e","","n","2074","1613092545138","task3.py",""
"a","Backspace","","","1613092545161","task3.py",""
"e","","i","2073","1613092545178","task3.py",""
"a","Backspace","","","1613092545191","task3.py",""
"e","","a","2072","1613092545207","task3.py",""
"a","Backspace","","","1613092545221","task3.py",""
"e","","g","2071","1613092545237","task3.py",""
"a","Backspace","","","1613092545252","task3.py",""
"e","","a","2070","1613092545268","task3.py",""
"a","Backspace","","","1613092545282","task3.py",""
"e",""," ","2069","1613092545298","task3.py",""
"a","Backspace","","","1613092545317","task3.py",""
"e","","y","2068","1613092545334","task3.py",""
"a","Backspace","","","1613092545348","task3.py",""
"e","","a","2067","1613092545378","task3.py",""
"a","Backspace","","","1613092545384","task3.py",""
"e","","l","2066","1613092545409","task3.py",""
"a","Backspace","","","1613092545417","task3.py",""
